국가,구분,분야,제목,본문1,본문2,본문3,영문제목,영문본문1,영문본문2,영문본문3,출처,링크,날짜
피지,국제기구,성평등,"수바 재래시장 여성 협동조합, 경제적 자립 위한 레스토랑 및 베이커리 사업 착공","수바 시립 시장의 여성 상인 22명으로 구성된 ‘수바 시장 인스파이어링 우먼 협동조합(SMIWCL)’이 시장 주차장 인근에 신규 레스토랑 및 베이커리 건립을 위한 기공식을 가졌습니다. 2024년 10월 결성된 이 협동조합은 UNDP와 ANZ 은행의 금융 문해력 및 저축 증진 프로그램인 ‘Save a Plus’ 이니셔티브를 통해 기초 역량을 쌓았으며, 이후 피지 무역부와 UNDP 소규모 지원금 프로그램(Small Grants Programme)의 경영 교육 및 자금 지원을 통해 이번 사업을 추진하게 되었습니다.","이번 사업은 여성 상인들이 기존의 가판대 판매 중심에서 벗어나 조리 및 서비스업으로 수익 구조를 다각화하는 포용적 성장(Inclusive Growth)의 실질적인 사례로 평가받습니다. 마시우 날루미사(Maciu Nalumisa) 지방정부부 장관은 기공식에서 시장 경제를 지탱하는 여성들의 노고를 치하하며, 이러한 여성 주도 기업이 안정적인 수익을 창출하고 자녀 교육과 가정 경제의 근간이 될 수 있도록 정부 차원의 인프라 지원을 지속할 것을 약속했습니다.",피지 내 협동조합의 여성 대표성 비율은 2023년 12%에서 2024년 24%로 두 배 성장하며 여성의 경제 참여가 가속화되고 있습니다. 이에 부응하여 피지 정부는 2025년 협동조합 지원금 프로그램 예산을 60만 달러(FJD)로 증액하여 여성 및 청년 주도 그룹을 집중 지원할 계획입니다. 이번 수바 시장의 사례는 피지 전역의 시립 시장으로 확산될 수 있는 여성 역량 강화의 혁신적 모델이 될 것으로 기대됩니다.,"Suva women vendors break ground on new market restaurant, bakery","A group of 22 women vendors from the Suva Municipal Market, organized as the Suva Market Inspiring Women Cooperative Limited (SMIWCL), broke ground on a new restaurant and bakery project. Initially formed in 2024 through the UNDP and ANZ ‘Save a Plus’ initiative, the cooperative has progressed from financial literacy training to securing grant funding and business mentorship from the Ministry of Trade and UNDP’s Small Grants Programme.","The project is a hallmark of inclusive growth, allowing women vendors to diversify their income beyond traditional market stalls. Minister for Local Government Maciu Nalumisa emphasized that municipal markets are vital to the local economy and reaffirmed the government's commitment to supporting women-led enterprises. The new facilities will enable cooperative members to achieve greater economic stability, supporting their families and local communities.","Women’s representation in Fijian cooperatives doubled from 12% to 24% between 2023 and 2024, reflecting a significant trend in female economic empowerment. In response, the government increased the Cooperative Grant Programme budget to $600,000 for 2025 to further support women and youth-led groups. This cooperative model in Suva is expected to serve as a scalable blueprint for other municipal markets across Fiji, promoting resilient and inclusive urban development.",FijiSun,https://fijisun.com.fj/news/business/suva-women-vendors-break-ground-on-new-market-restaurant-bakery,2026-04-09
피지,KOICA,보건,KOICA 지원을 통한 나모시 나부니카비 보건소 개보수 완공 및 기후 회복력 강화,"피지 보건부 장관 라투 안토니오 랄라발라부(Dr. Ratu Atonio Lalabalavu) 박사는 나모시(Namosi)주 나부니카비(Navunikabi) 보건소의 개보수 공사가 성공적으로 완료됨에 따라 주요 개발 파트너들의 지원에 감사를 표했습니다. 이번 시설 개선 사업은 한국국제협력단(KOICA)의 재정 지원으로 이루어졌으며, 세계보건기구(WHO)가 '보건 기후변화 적응 강화 프로젝트(Strengthening Health Adaptation Project)'의 일환으로 수행하였습니다. 이는 피지의 기후 변화 대응을 위해 한국 정부가 보여준 강력한 연대와 다자간 협력의 결과물입니다.","2005년에 건립되었던 나부니카비 보건소는 이번 프로젝트를 통해 약 50만 9천 달러(한화 약 7억 원) 이상의 예산이 투입되어 전면적인 현대화 과정을 거쳤습니다. 주요 개선 사항으로는 보건소 본동 및 직원 관사의 개보수, 건물 보강(Retrofitting), 그리고 태양광 발전 시스템 설치가 포함되었습니다. 특히 재생 에너지 도입을 통해 기후 위기 상황에서도 중단 없는 의료 서비스를 제공할 수 있는 회복력 있는 보건 인프라를 구축한 것이 이번 사업의 주요 성과입니다.","해당 보건소는 나부니카비, 나카비카, 살리아드라우 마을과 2개의 초등학교를 포함하여 약 1,500명의 지역 주민들에게 필수적인 의료 서비스를 제공하는 핵심 거점입니다. 전담 간호사(Nurse Practitioner)가 상주하며 지역사회의 건강을 책임지고 있으며, 이번 인프라 개선을 통해 더욱 쾌적하고 전문적인 의료 전달 체계를 갖추게 되었습니다. 피지 보건부는 이번 사업이 소외된 농촌 지역의 보건 서비스 질을 높이고 주민들의 의료 접근성을 획기적으로 개선할 것으로 기대하고 있습니다.",Navunikabi nursing station upgraded through KOICA support,"The Minister for Health, Dr. Ratu Atonio Lalabalavu, acknowledged the completion of renovation works at the Navunikabi Nursing Station in Namosi. Funded by KOICA and implemented by the WHO under the Strengthening Health Adaptation Project, the upgrade reflects Korea's commitment to supporting Fiji’s climate change response. The Minister expressed deep gratitude to KOICA for its financial assistance and the WHO for its management of this critical health infrastructure project.","Originally built in 2005, the Navunikabi Nursing Station underwent major renovations at a cost of more than $509,000. The project included comprehensive upgrades to the main facility and staff quarters, retrofitting for structural integrity, and the installation of solar power systems. These improvements focus on strengthening the resilience of health services, ensuring that the facility can continue to operate effectively despite climate-related challenges.","The nursing station serves an estimated population of 1,500 people across three villages and two primary schools. Staffed by a Nurse Practitioner, it is the primary healthcare link for the local community. The upgrade ensures better service delivery and accessibility for rural residents. The Ministry of Health expects these improvements to significantly bolster the national health system's ability to reach remote populations and provide high-quality care.",FBCNews,https://www.fbcnews.com.fj/news/navunikabi-nursing-station-upgraded-through-koica-support/,2026-04-16
피지,KOICA,보건,"KOICA, 타마부아 국립 재활센터 건립","피지 보건부(Ministry of Health)와 한국국제협력단(KOICA)은 타마부아(Tamavua) 지역에서 피지 최초의 '국립 재활센터(National Rehabilitation Centre)' 기공식을 거행했습니다. 한국 정부와 KOICA가 지원하는 1,000만 달러(약 135억 원) 규모의 이번 프로젝트는 피지 내 재활 의료 서비스를 근본적으로 변모시키기 위해 추진되었습니다. 이번 시설은 부상, 질병 및 장애로부터 회복 중인 환자들이 독립성과 희망을 되찾을 수 있는 전문적인 공간을 제공함으로써 피지 국민의 삶의 질을 크게 변화시킬 것으로 기대됩니다.","KOICA 피지사무소 조한결샘 소장은 본 프로젝트가 단순히 물리적인 인프라 구축에 그치지 않고, 현지 의료진의 기술 향상과 전문 교육에 중점을 두고 있다고 강조했습니다. KOICA는 진단, 치료, 요법에 필요한 최첨단 전문 장비를 제공하여 센터가 국제적 기준을 충족하도록 지원할 예정입니다. 또한, 의사, 간호사, 물리치료사, 작업치료사 및 사회복지사를 대상으로 현지 및 해외 연수 프로그램을 실시하여 고품질 재활 서비스를 제공할 수 있는 전문 인력을 양성할 계획입니다.","본 사업에는 환자가 진단부터 재활, 회복까지 원활하게 관리받을 수 있는 효율적인 환자 이송 및 의뢰 시스템(Referral pathways) 등 강력한 운영 체계 구축이 포함되어 있습니다. 한국 정부는 본 프로젝트를 주도한 피지 보건부의 리더십에 사의를 표하며, 본 센터가 피지 전역의 환자들에게 필수적인 의료 서비스를 제공하는 핵심 거점이 될 것임을 확신했습니다. 이러한 체계적 접근은 피지의 보건 의료 시스템을 강화하고 지속 가능한 의료 자립을 돕는 밑거름이 될 것으로 전망됩니다.",New National Rehabilitation Centre in Tamavua,"The Fiji Ministry of Health and KOICA held a groundbreaking ceremony for the new $10 million National Rehabilitation Centre in Tamavua. This initiative, funded by the Korean Government and KOICA, aims to transform rehabilitation services in the country. The facility is expected to be a place where patients recovering from injuries, illness, and disability can rebuild their strength and independence, reflecting a shared commitment to restoring dignity and improving access to quality care.","KOICA Country Director Han Kyul Sam Cho stated that the project focuses on enhancing skills and empowering local professionals. KOICA will provide modern specialized equipment to meet international standards for diagnosis and therapy. Furthermore, the initiative includes comprehensive training programs, both locally and overseas, for doctors, nurses, and therapists, ensuring that the local workforce is well-equipped to deliver high-quality rehabilitation services.","The project will establish efficient operational systems, including streamlined referral pathways for smooth patient transitions from diagnosis to recovery. The Korean Government acknowledged the Fiji Ministry of Health’s leadership in driving this project. This center is set to become a vital hub providing essential medical services across Fiji, strengthening the national health system and promoting sustainable medical independence.",FBCNews,https://www.fbcnews.com.fj/news/new-national-rehabilitation-centre-in-tamavua/,2026-04-16
피지,공여국,에너지,"피지-싱가포르, 에너지 안보 및 해양 거버넌스 강화를 위한 전략적 파트너십 확대","사키아시 디토카(Sakiasi Ditoka) 피지 외교부 장관과 비비안 발라크리쉬난(Vivian Balakrishnan) 싱가포르 외교부 장관은 싱가포르에서 고위급 회담을 갖고, 글로벌 연료 시장의 불안정성에 대응하기 위한 에너지 협력 심화에 합의했습니다. 싱가포르는 시장 변동성에도 불구하고 피지에 대한 정제 석유 제품의 안정적인 공급을 보장했으며, 양측은 단기적인 해결책을 넘어 장기적인 에너지 회복력 구축에 집중하기로 했습니다. 특히 피지는 싱가포르의 에너지 안보 모델인 '3대 지주(다변화, 회복력, 보전)' 체계를 탐구하고 이를 국가 에너지 전략에 반영하는 방안을 논의했습니다.","양국 장관은 '유엔 해양법 협약(UNCLOS)'에 대한 지지를 재확인하며, 항해의 자유와 중단 없는 해상 운송의 중요성을 강조했습니다. 피지는 대양 국가(Big Ocean State)로서 배타적 경제수역(EEZ) 내 불법·비보고·비규제(IUU) 어업 근절과 해상 감시 역량 강화에 주력하고 있으며, 싱가포르와의 협력을 통해 해상 무역로의 안전을 확보하고자 합니다. 이는 글로벌 공급망의 병목 현상을 완화하고 피지의 경제 안보를 공고히 하는 핵심 전략으로 평가됩니다.","회담에서는 중동 정세 등 글로벌 긴장 상황과 더불어, 국방 시스템 내 인공지능(AI)의 역할 증대와 같은 신흥 안보 위험에 대한 우려도 공유되었습니다. 양국은 급변하는 국제 정세 속에서 소규모 국가들이 직면한 공동의 도전 과제를 해결하기 위해 지속적인 고위급 대화를 이어가기로 했습니다. 이번 파트너십은 피지가 단순히 자원을 수입하는 단계를 넘어, 선진 시스템을 도입하고 국제 해양 질서 유지에 기여하는 동반자적 관계로 나아가는 계기가 될 것으로 보입니다.",Fuel security deal strengthens Fiji–Singapore partnership,"Foreign Minister Sakiasi Ditoka and Singapore’s Foreign Minister Vivian Balakrishnan agreed to deepen cooperation on energy and supply chain resilience. Singapore assured Fiji of a stable supply of refined petroleum despite global market volatility. Both countries are shifting focus toward long-term energy resilience, with Fiji exploring Singapore’s three-pillar model of diversification, resilience, and conservation to safeguard its energy outlook.","Both ministers reaffirmed their support for the UN Convention on the Law of the Sea (UNCLOS), emphasizing freedom of navigation and uninterrupted maritime transit. As a Big Ocean State, Fiji highlighted its efforts in maritime surveillance and combating illegal, unreported, and unregulated (IUU) fishing within its EEZ. Strengthening maritime governance through this partnership is key to securing vital sea trade routes and ensuring national economic security.","The leaders discussed wider global tensions and raised concerns about emerging security risks, including the role of artificial intelligence in defense. They committed to maintaining high-level dialogue to address shared challenges faced by small island states. This partnership marks a significant step for Fiji in adopting advanced energy systems and contributing to the maintenance of international maritime order.",FBCNews,https://www.fbcnews.com.fj/news/fuel-security-deal-strengthens-fiji-singapore-partnership/,2026-04-19
피지,국제기구,거버넌스평화,태평양 인도적 지원 대응 조정 메커니즘(PHRCM) 첫 가동: 솔로몬 제도 사이클론 대응 공조,"2025년 태평양 재난관리 장관 회의에서 승인된 '태평양 인도적 지원 대응 조정 메커니즘(PHRCM)'이 솔로몬 제도를 강타한 사이클론 '마일라(Maila)' 대응을 위해 사상 처음으로 공식 가동되었습니다. 솔로몬 제도 정부가 서부주(Western)와 초이셀주(Choiseul)에 재난 사태를 선포하고 지원을 요청함에 따라, 태평양공동체(SPC)를 중심으로 한 지역 차원의 통합 대응 체계가 작동하기 시작했습니다. 이는 기존의 개별 국가 간 지원 방식을 넘어 태평양 지역 전체의 자원을 체계적으로 결합하는 중요한 전환점으로 평가받습니다.","나폴레오니 보세이와카(Napolioni Boseiwaqa) 피지 국가재난관리처(NDMO) 처장은 이번 시스템이 재난 현장의 모든 이해관계자를 결합하여 시너지를 내는 훌륭한 이니셔티브라고 평가했습니다. 사모아 NDMO 처장 몰리 닐슨(Molly Nielsen) 역시 이 시스템이 자원의 효율적 배분, 신속한 의사결정, 그리고 명확한 리더십을 보장하는 유일한 지역 조정 도구임을 강조했습니다. 피지는 자국의 재난 대응 경험을 바탕으로 역내 국가들이 주도하는(Pacific-led) 재난 관리 체계 확립을 적극 지지하고 있습니다.","태평양공동체(SPC)는 현재 구호 물자 추적, 물류 지원, 기술 자문 제공 및 각국 재난 관리 기구 간의 연결망 구축을 주도하고 있습니다. 이번 첫 가동 사례는 향후 태평양 지역 내 재난 발생 시 공조의 효율성을 높이고, 장기적으로 역내 회복력(Resilience)을 강화하는 표준 모델이 될 것으로 기대됩니다. 특히 기후 위기로 인한 재난 빈도가 높아지는 상황에서, 태평양 국가들 간의 결속된 리더십과 소통 채널이 강화될 전망입니다.",First activation of Pacific disaster system,"The Pacific Humanitarian Response Coordination Mechanism (PHRCM) has been activated for the first time to support the Solomon Islands following Cyclone Maila. After a State of Disaster was declared in Western and Choiseul provinces, the mechanism was triggered to streamline regional aid. Endorsed in 2025, this marks a shift from ad-hoc bilateral support to a unified, regional approach led by the Pacific Community (SPC).","Fiji’s NDMO Director Napolioni Boseiwaqa stated that the system synergizes all actors in the disaster space, reducing pressure on affected nations. Samoa’s NDMO Head Molly Nielsen highlighted it as a critical tool for faster response and smarter resource use. Fiji continues to back stronger regional control of disaster response, emphasizing a clear, coordinated approach based on its own national experiences.","The Pacific Community (SPC) is leading the coordination efforts, tracking relief supplies and providing technical expertise to disaster offices. As disaster activity rises in the region, the successful implementation of this system is expected to set a benchmark for regional resilience and collective leadership. The focus remains on a Pacific-led coordination model that ensures no country is left to face climate-induced disasters alone.",FBCNews,https://www.fbcnews.com.fj/news/first-activation-of-pacific-disaster-system/,2026-04-21
피지,수원국,농촌개발,"피지 다민족부, 지역사회 결속 및 사회경제적 격차 해소를 위한 200만 달러 규모 지원금 수여","피지 다민족부는 중앙(Central) 및 동부(Eastern) 지역의 139개 지역사회 단체를 대상으로 '다민족 예술 프로그램' 지원금을 수여했습니다. 총 200만 달러(약 27억 원) 규모로 운영되는 이 프로그램은 올해로 시행 2년 차를 맞이했으며, 각 지역사회의 문화·종교적 전통을 보존하는 동시에 사회경제적 장벽을 낮추고 소득 불평등을 완화하는 것을 목적으로 합니다. 차란 지스 싱(Charan Jeath Singh) 다민족부 장관은 이번 지원금이 모든 공동체에 평등한 기회를 제공하고 사회적 결속을 강화하려는 정부의 의지를 반영한다고 강조했습니다.","이번 지원금은 단순한 예술 활동 지원을 넘어 태양광 조명 시스템 설치, 수자원 관리, 시설 개보수, 교육 이니셔티브 등 실질적인 정주 여건 개선 사업을 포함하고 있습니다. 빌라보(Vilavou) 정착촌의 한 수혜자는 지원금을 통한 태양광 조명 설치 덕분에 고령층의 야간 통행 안전이 확보되었다며 사의를 표했습니다. 또한 나카울레부(Nakaulevu) 지역 단체는 마을 행사에 필요한 공동 자재와 장비를 확충함으로써 지역 내 복지 사각지대를 해소할 수 있게 되었습니다.","다민족부는 이번 지원금이 농촌 및 소외 지역의 기초 인프라를 현대화함과 동시에, 다양한 민족 간의 협력을 이끌어내는 촉매제가 될 것으로 기대하고 있습니다. 특히 기후 변화에 대비한 태양광 에너지 도입과 수자원 관리 프로젝트는 지역사회의 지속 가능한 발전 모델로 평가받고 있습니다. 향후 정부는 이러한 커뮤니티 중심의 지원을 확대하여 피지 전체의 사회적 회복력을 높이고 경제적 자생력을 강화해 나갈 계획입니다.",139 recipients receive Multi-ethnics arts grant,"The Ministry of Multi-Ethnic Affairs awarded grants to 139 community groups in the Central and Eastern Divisions under its $2 million Multi-Ethnic Arts Program. Now in its second year, the initiative supports cultural and religious preservation while addressing socio-economic barriers and income inequality. Minister Charan Jeath Singh emphasized that the program ensures community-based organizations receive necessary support for social and cultural cohesion.","The grants support diverse projects including solar light installations, water management, infrastructure renovations, and educational initiatives. Residents in the Vilavou Settlement highlighted how the new solar lighting improves safety for the elderly at night. Similarly, community leaders in Nakaulevu noted that the shared resources and infrastructure support will better cater to social functions and community welfare needs, effectively reducing local resource gaps.","The Ministry expects these projects to serve as a catalyst for inter-ethnic cooperation while improving basic infrastructure in rural areas. The focus on solar energy and water management is particularly seen as a sustainable development model. Moving forward, the government plans to expand community-based support to enhance social resilience and economic self-reliance across Fiji.",FBCNews,https://www.fbcnews.com.fj/news/139-recipients-receive-multi-ethnics-arts-grant/,2026-04-22
피지,국제기구,보건,"5억 2,700만 달러 규모 ‘태평양 건강한 섬 전환 프로젝트’ 출범: 비감염성 질환(NCD) 대응 및 예방 중심 보건 체계로의 전환","피지 난디(Nadi)에서 태평양 도서국 국민들의 삶의 질을 개선하고 비감염성 질환(NCD)으로 인한 조기 사망률을 낮추기 위한 ‘태평양 건강한 섬 전환 프로젝트(Pacific Healthy Islands Transformation Project)’가 공식 출범했습니다. 총 5억 2,700만 달러(약 7,100억 원) 규모의 본 사업은 세계은행(World Bank), 아시아개발은행(ADB), OPEC 기금, 팬데믹 기금(Pandemic Fund)의 공동 재원으로 추진됩니다. 특히 기획부터 런칭까지 단 7개월 만에 이루어졌다는 점은 태평양 지역 보건 시스템의 결함을 해결하는 것이 얼마나 시급한 과제인지를 잘 보여줍니다.","이번 프로젝트는 사후 치료 중심의 의료 체계에서 벗어나 '예방, 조기 진단, 건강 증진'을 최우선으로 하는 선제적 대응 체계로의 전환을 선언했습니다. 주요 3대 핵심 분야는 ① 역내 보건 의료 체계 강화, ② 피지 국가 보건 시스템의 현대화, ③ 증거 기반의 회복력 있는 예방 중심 인프라 구축입니다. 에스롬 임마누엘(Esrom Immanuel) 피지 재무부 장관은 NCD로 인한 생산성 저하와 매년 급증하는 치료 비용이 국가 경제에 막대한 부담이 되고 있음을 지적하며, 이번 사업을 통한 1차 보건 의료 서비스의 강화를 강조했습니다.","본 프로젝트는 피지, 투발루, 통가, 키리바시에서 직접 시행되며, 태평양공동체(SPC)의 지원을 통해 나우루, 사모아, 바누아투, 솔로몬 제도로 그 혜택이 확대될 예정입니다. 스테파노 모치(Stefano Mocci) 세계은행 남태평양 담당 매니저는 이번 사업이 글로벌 환경 위기와 보건 위협에 견딜 수 있는 회복력 있는 시스템을 구축하는 이정표가 될 것이라고 평가했습니다. 태평양 도서국 간의 통합된 전략과 협력은 이번 초대형 투자 사업의 성공을 좌우하는 핵심 동력이 될 것으로 기대됩니다.",Major $527M health project targets NCD burden,"The $527 million Pacific Healthy Islands Transformation Project was launched in Nadi to address the rising burden of NCDs and improve life expectancy across the region. Funded by a coalition of the World Bank, ADB, OPEC Fund, and Pandemic Fund, the project’s rapid development within seven months underscores the urgency of addressing persistent gaps in the Pacific’s healthcare infrastructure.","The initiative marks a strategic shift toward proactive healthcare, prioritizing early detection and health promotion. It is structured around three key pillars: strengthening regional healthcare systems, modernizing Fiji’s national health infrastructure, and building evidence-based resilience. Finance Minister Esrom Immanuel highlighted the growing economic burden of NCDs, noting that the project will focus on primary healthcare to mitigate rising costs and productivity loss.","The project will be implemented in Fiji, Tuvalu, Tonga, and Kiribati, with its reach extended to Nauru, Samoa, Vanuatu, and the Solomon Islands through the Pacific Community (SPC). World Bank Country Manager Stefano Mocci described the project as a shift toward unified, resilient health systems capable of withstanding environmental challenges. Regional collaboration is emphasized as a critical factor in ensuring the project successfully reduces premature deaths and fosters healthier communities.",FBCNews,https://www.fbcnews.com.fj/news/major-527m-health-project-targets-ncd-burden/,2026-04-23
피지,국제기구,거버넌스평화,"ADB, 2025년 태평양 도서국 대상 6억 8,000만 달러 규모 지원 확정 및 연례 보고서 발표","아시아개발은행(ADB)은 2025년 연례 보고서를 통해 태평양 개발도서국(DMC)에 총 6억 7,980만 달러(약 1조 5,000억 원)를 투입했다고 발표했습니다. 이 중 2억 1,440만 달러는 아시아개발기금(ADF)을 통한 무상 원조(Grant) 형태로 제공되었습니다. 주요 지원 분야는 교통, 수자원 및 도시 인프라, 금융, 에너지, 공공 부문 관리 등 5대 핵심 섹터에 집중되었으며, 경제 지속가능성 확보와 기후 변화 리스크 관리, 민간 부문 활성화에 우선순위를 두었습니다.","특히 이번 보고서에서는 피지의 중소기업들이 ADB의 신규 금융 지원 프로그램인 '프론티어(Frontier)'의 수혜를 입은 사례가 강조되었습니다. 피지 내 3개 기업이 기술 지원 협약을 체결했으며, 여기에는 식량 안보를 위한 상업용 새우 양식 업체, 상업 및 주거용 재생에너지 솔루션 기업, 그리고 청년 일자리 창출을 위한 공연 예술 단체가 포함되었습니다. 이는 ADB가 대규모 인프라뿐만 아니라 지역사회의 실질적인 고용 창출과 혁신에도 집중하고 있음을 보여줍니다.","ADB는 피지 외에도 통가의 방가우타(Fanga’uta) 라군 교량 건설(8,000만 달러), 바누아투 지진 피해 복구 지원(2,440만 달러), 파푸아뉴기니 항공기 현대화 사업 등 역내 주요 인프라 프로젝트를 주도하고 있습니다. 엠마 베베(Emma Veve) ADB 태평양 국장은 태평양 지역의 회복력을 심화하는 것이 외부 충격에 대한 취약성을 줄이는 핵심 과제라고 밝히며, 향후에도 역내 협력과 국가 간 공조를 강화해 나갈 것이라고 강조했습니다.",ADB commits $US680m to Pacific member countries,"The Asian Development Bank (ADB) committed $679.8 million to its Pacific developing member countries (DMCs) in 2025, according to its latest annual report. This includes $214.4 million in grants from the Asian Development Fund (ADF). The top five sectors receiving commitments were transport, water/urban infrastructure, finance, energy, and public sector management. ADB’s engagement prioritized economic sustainability, climate risk management, and fostering a conducive environment for private sector activity.","Three enterprises in Fiji were notable beneficiaries of ADB’s new 'Frontier' program, designed to help smaller businesses access finance. The agreements include a saltwater prawn producer enhancing food security, a renewable energy company providing on- and off-grid solutions, and a performance arts company focused on youth employment. These initiatives reflect ADB's commitment to boosting local innovation and job creation alongside large-scale infrastructure investments.","Beyond Fiji, ADB is spearheading major regional projects, including a $80 million bridge in Tonga, post-earthquake rehabilitation in Vanuatu ($24.4m), and fleet modernization for Air Niugini in PNG. Emma Veve, ADB’s Pacific Department Director General, emphasized that deepening resilience is key to reducing the region's vulnerability to external shocks. ADB reaffirmed its commitment to promoting regional cooperation and investing in sustainable infrastructure to ensure long-term stability.",Fijitimes,https://www.fijitimes.com.fj/adb-commits-us680m-to-pacific-member-countries/,2026-04-27
피지,수원국,기후행동,"피지 농업부, 기후 위기에 따른 농업 생산성 저하 경고 및 회복력 강화 전략 추진","피지 농업부는 기후 변화로 인한 극심한 기상 현상이 피지의 식량 안보와 농업 경제에 심각한 위협이 되고 있다고 경고했습니다. 바티카이 피니우(Vatimi Rayalu) 농업부 장관은 잦은 홍수, 가뭄 및 해수면 상승으로 인한 경작지 유실이 농민들의 생계를 직접적으로 타격하고 있음을 강조했습니다. 특히 전통적인 재배 방식으로는 더 이상 예측 불가능한 기후 패턴에 대응하기 어려워짐에 따라, 농업 부문의 전면적인 체질 개선이 시급한 상황입니다.","정부는 이러한 위기에 대응하기 위해 '기후 스마트 농업(Climate-Smart Agriculture)' 도입을 가속화하고 있습니다. 여기에는 기후 변화에 강한 내성 작물(Resilient crop varieties) 보급, 효율적인 수자원 관리 시스템 구축, 그리고 재난 발생 시 농가의 피해를 최소화할 수 있는 조기 경보 체계 강화가 포함됩니다. 농업부는 농민들이 변화하는 환경에 적응할 수 있도록 기술 교육을 확대하고, 농촌 지역의 인프라를 기후 회복력 중심으로 재설계하는 데 주력하고 있습니다.","피지 정부는 농업 부문의 기후 적응이 단순한 산업 문제를 넘어 국가 생존과 직결된 사안임을 명시했습니다. 기후 위기라는 거대한 도전에 맞서기 위해서는 정부의 노력뿐만 아니라 개발 파트너 및 국제기구와의 긴밀한 공조가 필수적입니다. 향후 농업부는 외부 지원을 통해 농업 기술 혁신을 도모하고, 기후 회복력을 갖춘 지속 가능한 식량 시스템을 구축하여 국가 전체의 안보를 공고히 할 계획입니다.",Agriculture under threat over harsh climate realities,"The Ministry of Agriculture has issued a stern warning regarding the severe impact of climate change on Fiji’s agricultural productivity and food security. Minister Vatimi Rayalu highlighted that extreme weather events, including frequent flooding, droughts, and coastal erosion, are directly threatening the livelihoods of farmers. As traditional farming methods struggle to keep pace with unpredictable climate patterns, a comprehensive transformation of the agricultural sector is urgently required.","To combat these threats, the government is accelerating the adoption of climate-smart agricultural practices. Key strategies include the distribution of climate-resilient crop varieties, the implementation of efficient water management systems, and the strengthening of early warning systems for farmers. The Ministry is focusing on expanding technical training and redesigning rural infrastructure to ensure that farming communities can adapt to the changing environment and maintain consistent production.","The government emphasized that climate adaptation in agriculture is a matter of national survival. Addressing this massive challenge requires close collaboration with international development partners and organizations. Moving forward, the Ministry intends to leverage external support to foster agricultural innovation and build a sustainable, climate-resilient food system to safeguard the nation’s future.",FBCNews,https://www.fbcnews.com.fj/news/agriculture-under-threat-over-harsh-climate-realities/,2026-04-29
피지,수원국,기후행동,"피지 포함 태평양 도서국, 기후 재원 접근성 가속화를 위한 공동 대응 결집","피지를 비롯한 태평양 도서국들은 기후 위기 대응을 위한 국제 사회의 재정 지원을 얻는 과정에서 지나치게 복잡하고 느린 승인 절차로 인해 적기 대응에 어려움을 겪고 있습니다. 이에 태평양 지도자들은 수년에 걸쳐 승인을 기다려야 하는 현재의 기후 재원 조달 프로세스를 전면 개선하고, 역내 국가들이 보다 신속하게 자금을 집행할 수 있는 권한을 가져야 한다고 한목소리를 냈습니다. 이는 기후 재난이 일상이 된 태평양 지역의 시급성을 반영한 것입니다.","피지 정부는 기후 재원의 효율적 배분이 국가 생존과 직결된 사안임을 강조하며, 태평양 도서국들이 공여기관의 복잡한 기준에 맞추는 것이 아니라 공여기관들이 태평양 지역의 특수성과 시급성을 이해해야 한다고 주장했습니다. 이러한 'Pacific-led(태평양 주도)' 접근 방식은 자국 내 기후 회복력 강화 사업의 실행력을 높이는 데 필수적이며, 역내 국가 간 공동의 목소리를 통해 기후 기금 운영 주체들에 대한 영향력을 강화하고 있습니다.","기후 재원 접근 절차가 간소화될 경우, 해안선 보호, 재생에너지 전환, 수자원 관리 등 시급한 인프라 사업의 착공 시기가 앞당겨질 것으로 기대됩니다. 또한, 이는 태평양 지역의 자생적 거버넌스를 강화하고 글로벌 기후 협상에서 도서국들의 입지를 공고히 하는 계기가 될 것입니다. 향후 피지는 다자개발은행(MDB) 및 녹색기후기금(GCF) 등과의 협상에서 절차적 유연성을 확보하기 위한 외교적 노력을 지속해 나갈 계획입니다.",Fiji joins Pacific push for faster climate cash access,"Fiji and other Pacific Island nations are intensifying their push for streamlined access to global climate finance. Currently, the process to secure and implement climate funds is hampered by bureaucratic delays and complex requirements, often taking years for approval. Pacific leaders emphasize that the urgency of the climate crisis requires a faster, more accessible financial mechanism that allows nations to respond to environmental threats effectively and in real-time.","The Fijian government, alongside regional partners, advocates for a shift toward 'Pacific-led' climate finance solutions. Instead of nations struggling to meet the stringent and often impractical criteria of global funds, leaders are calling for donor agencies to adapt to the unique realities and urgent needs of the Pacific. This unified front aims to ensure that financial resources are deployed where they are most needed, empowering local communities to lead their own climate adaptation and mitigation efforts.","Faster access to climate cash would accelerate critical projects such as coastal fortification, renewable energy transitions, and water security initiatives. It also strengthens regional governance and the Pacific's bargaining power in global climate negotiations. Moving forward, Fiji will continue to engage with major financial institutions like the Green Climate Fund (GCF) and Multilateral Development Banks (MDBs) to secure procedural flexibility and ensure that climate finance delivers tangible results on the ground.",FBCNews,https://www.fbcnews.com.fj/news/fiji-joins-pacific-push-for-faster-climate-cash-access/,2026-04-30
